Module,File,Class,Method,Line,Args,Async,Decorators
ciris_engine,ciris_engine/logic/runtime/service_initializer.py,ServiceInitializer,initialize_infrastructure_services,79,self,True,
ciris_engine,ciris_engine/logic/runtime/service_initializer.py,ServiceInitializer,initialize_memory_service,114,self|config,True,
ciris_engine,ciris_engine/logic/runtime/service_initializer.py,ServiceInitializer,verify_memory_service,220,self,True,
ciris_engine,ciris_engine/logic/runtime/service_initializer.py,ServiceInitializer,initialize_security_services,271,self|config|app_config,True,
ciris_engine,ciris_engine/logic/runtime/service_initializer.py,ServiceInitializer,verify_security_services,295,self,True,
ciris_engine,ciris_engine/logic/runtime/service_initializer.py,ServiceInitializer,initialize_all_services,315,self|config|app_config|agent_id|startup_channel_id|modules_to_load,True,
ciris_engine,ciris_engine/logic/runtime/service_initializer.py,ServiceInitializer,_initialize_llm_services,472,self|config,True,
ciris_engine,ciris_engine/logic/runtime/service_initializer.py,ServiceInitializer,_initialize_audit_services,575,self|config|agent_id,True,
ciris_engine,ciris_engine/logic/runtime/service_initializer.py,ServiceInitializer,verify_core_services,622,self,True,
ciris_engine,ciris_engine/logic/runtime/service_initializer.py,ServiceInitializer,load_modules,655,self|modules|disable_core_on_mock,True,
ciris_engine,ciris_engine/logic/runtime/service_initializer.py,ServiceInitializer,register_core_services,696,self,False,
ciris_engine,ciris_engine/logic/runtime/service_initializer.py,ServiceInitializer,_migrate_config_to_graph,749,self,True,
ciris_engine,ciris_engine/logic/adapters/tool_registry.py,ToolRegistry,__init__,6,self,False,
ciris_engine,ciris_engine/logic/adapters/tool_registry.py,ToolRegistry,register_tool,10,self|name|schema|handler,False,
ciris_engine,ciris_engine/logic/adapters/tool_registry.py,ToolRegistry,register_tool_v2,23,self|tool_description|handler,False,
ciris_engine,ciris_engine/logic/adapters/tool_registry.py,ToolRegistry,get_tool_schema,28,self|name,False,
ciris_engine,ciris_engine/logic/adapters/tool_registry.py,ToolRegistry,get_tool_description,36,self|name,False,
ciris_engine,ciris_engine/logic/adapters/tool_registry.py,ToolRegistry,list_tools,40,self,False,
ciris_engine,ciris_engine/logic/adapters/tool_registry.py,ToolRegistry,validate_arguments,44,self|name|arguments,False,
ciris_engine,ciris_engine/logic/adapters/tool_registry.py,ToolRegistry,get_handler,74,self|name,False,
ciris_engine,ciris_engine/logic/adapters/tool_registry.py,ToolRegistry,_convert_legacy_schema,77,self|name|schema,False,
ciris_engine,ciris_engine/logic/adapters/base.py,Service,__init__,14,self|config,False,
ciris_engine,ciris_engine/logic/adapters/base.py,Service,start,26,self,True,abstractmethod
ciris_engine,ciris_engine/logic/adapters/base.py,Service,stop,31,self,True,abstractmethod
ciris_engine,ciris_engine/logic/adapters/base.py,Service,retry_with_backoff,35,self|operation,True,
ciris_engine,ciris_engine/logic/adapters/base.py,Service,get_retry_config,108,self|operation_type,False,
ciris_engine,ciris_engine/logic/adapters/base.py,Service,health_check,134,self,True,
ciris_engine,ciris_engine/logic/adapters/base.py,Service,__repr__,151,self,False,
ciris_engine,ciris_engine/logic/adapters/base_observer.py,BaseObserver,__init__,27,self|on_observe|bus_manager|memory_service|agent_id|filter_service|secrets_service|time_service|auth_service|observer_wa_id,False,
ciris_engine,ciris_engine/logic/adapters/base_observer.py,BaseObserver,start,54,self,True,abstractmethod
ciris_engine,ciris_engine/logic/adapters/base_observer.py,BaseObserver,stop,58,self,True,abstractmethod
ciris_engine,ciris_engine/logic/adapters/base_observer.py,BaseObserver,_is_agent_message,61,self|msg,False,
ciris_engine,ciris_engine/logic/adapters/base_observer.py,BaseObserver,_apply_message_filtering,66,self|msg|adapter_type,True,
ciris_engine,ciris_engine/logic/adapters/base_observer.py,BaseObserver,_process_message_secrets,97,self|msg,True,
ciris_engine,ciris_engine/logic/adapters/base_observer.py,BaseObserver,_get_recall_ids,119,self|msg,True,
ciris_engine,ciris_engine/logic/adapters/base_observer.py,BaseObserver,_recall_context,122,self|msg,True,
ciris_engine,ciris_engine/logic/adapters/base_observer.py,BaseObserver,_add_to_feedback_queue,148,self|msg,True,
ciris_engine,ciris_engine/logic/adapters/base_observer.py,BaseObserver,_sign_and_add_task,175,self|task,True,
ciris_engine,ciris_engine/logic/adapters/base_observer.py,BaseObserver,_create_passive_observation_result,193,self|msg,True,
ciris_engine,ciris_engine/logic/adapters/base_observer.py,BaseObserver,_create_priority_observation_result,254,self|msg|filter_result,True,
ciris_engine,ciris_engine/logic/adapters/base_observer.py,BaseObserver,get_recent_messages,318,self|limit,True,
ciris_engine,ciris_engine/logic/adapters/cirisnode_client.py,CIRISNodeClient,__init__,31,self|service_registry|base_url,False,
ciris_engine,ciris_engine/logic/adapters/cirisnode_client.py,CIRISNodeClient,_get_audit_service,57,self,True,
ciris_engine,ciris_engine/logic/adapters/cirisnode_client.py,CIRISNodeClient,start,77,self,True,
ciris_engine,ciris_engine/logic/adapters/cirisnode_client.py,CIRISNodeClient,stop,81,self,True,
ciris_engine,ciris_engine/logic/adapters/cirisnode_client.py,CIRISNodeClient,close,87,self,True,
ciris_engine,ciris_engine/logic/adapters/cirisnode_client.py,CIRISNodeClient,is_closed,91,self,False,
ciris_engine,ciris_engine/logic/adapters/cirisnode_client.py,CIRISNodeClient,_post,94,self|endpoint|payload,True,
ciris_engine,ciris_engine/logic/adapters/cirisnode_client.py,CIRISNodeClient,_get,109,self|endpoint|params,True,
ciris_engine,ciris_engine/logic/adapters/cirisnode_client.py,CIRISNodeClient,_put,124,self|endpoint|payload,True,
ciris_engine,ciris_engine/logic/adapters/cirisnode_client.py,CIRISNodeClient,run_simplebench,139,self|model_id|agent_id,True,
ciris_engine,ciris_engine/logic/adapters/cirisnode_client.py,CIRISNodeClient,run_he300,158,self|model_id|agent_id,True,
ciris_engine,ciris_engine/logic/adapters/cirisnode_client.py,CIRISNodeClient,run_chaos_tests,177,self|agent_id|scenarios,True,
ciris_engine,ciris_engine/logic/adapters/cirisnode_client.py,CIRISNodeClient,run_wa_service,196,self|service|action|params,True,
ciris_engine,ciris_engine/logic/adapters/cirisnode_client.py,CIRISNodeClient,log_event,215,self|event_type|event_data|agent_id,True,
ciris_engine,ciris_engine/logic/adapters/cirisnode_client.py,CIRISNodeClient,fetch_benchmark_prompts,234,self|benchmark|model_id|agent_id,True,
ciris_engine,ciris_engine/logic/adapters/cirisnode_client.py,CIRISNodeClient,submit_benchmark_answers,259,self|benchmark|model_id|agent_id|answers,True,
ciris_engine,ciris_engine/logic/context/builder.py,ContextBuilder,__init__,17,self|memory_service|graphql_provider|app_config|telemetry_service|secrets_service|runtime|service_registry|resource_monitor,False,
ciris_engine,ciris_engine/logic/context/builder.py,ContextBuilder,build_thought_context,37,self|thought|task,True,
ciris_engine,ciris_engine/logic/context/builder.py,ContextBuilder,build_system_snapshot,203,self|task|thought,True,
ciris_engine,ciris_engine/logic/context/builder.py,ContextBuilder,_build_secrets_snapshot,221,self,True,
ciris_engine,ciris_engine/logic/telemetry/core.py,BasicTelemetryCollector,__init__,21,self|buffer_size|security_filter|time_service,False,
ciris_engine,ciris_engine/logic/telemetry/core.py,BasicTelemetryCollector,start,31,self,True,
ciris_engine,ciris_engine/logic/telemetry/core.py,BasicTelemetryCollector,stop,35,self,True,
ciris_engine,ciris_engine/logic/telemetry/core.py,BasicTelemetryCollector,record_metric,39,self|metric_name|value|tags|path_type|source_module,True,
ciris_engine,ciris_engine/logic/telemetry/core.py,BasicTelemetryCollector,_store_metric_correlation,112,self|correlation,True,
ciris_engine,ciris_engine/logic/telemetry/core.py,BasicTelemetryCollector,update_system_snapshot,119,self|snapshot,True,
ciris_engine,ciris_engine/logic/telemetry/core.py,BasicTelemetryCollector,_get_retention_policy,169,self|path_type,False,
ciris_engine,ciris_engine/logic/telemetry/log_collector.py,TSDBLogHandler,__init__,21,self|tags|time_service,False,
ciris_engine,ciris_engine/logic/telemetry/log_collector.py,TSDBLogHandler,emit,27,self|record,False,
ciris_engine,ciris_engine/logic/telemetry/log_collector.py,TSDBLogHandler,_store_log_correlation,68,self|correlation,True,
ciris_engine,ciris_engine/logic/telemetry/log_collector.py,TSDBLogHandler,set_async_loop,78,self|loop,False,
ciris_engine,ciris_engine/logic/telemetry/log_collector.py,LogCorrelationCollector,__init__,90,self|log_levels|tags|loggers,False,
ciris_engine,ciris_engine/logic/telemetry/log_collector.py,LogCorrelationCollector,start,107,self,True,
ciris_engine,ciris_engine/logic/telemetry/log_collector.py,LogCorrelationCollector,stop,138,self,True,
ciris_engine,ciris_engine/logic/telemetry/log_collector.py,LogCorrelationCollector,add_logger,156,self|logger_name,False,
ciris_engine,ciris_engine/logic/telemetry/security.py,SecurityFilter,__init__,20,self|bounds|rate_limits,False,
ciris_engine,ciris_engine/logic/telemetry/security.py,SecurityFilter,sanitize,31,self|metric_name|value,False,
ciris_engine,ciris_engine/logic/telemetry/security.py,SecurityFilter,_contains_pii,55,self|text,False,
ciris_engine,ciris_engine/logic/telemetry/security.py,SecurityFilter,_sanitize_error,59,self|message,False,
ciris_engine,ciris_engine/logic/telemetry/security.py,SecurityFilter,_validate_bounds,64,self|name|value,False,
ciris_engine,ciris_engine/logic/telemetry/security.py,SecurityFilter,_check_rate_limit,71,self|name,False,
ciris_engine,ciris_engine/logic/conscience/registry.py,conscienceRegistry,__init__,20,self,False,
ciris_engine,ciris_engine/logic/conscience/registry.py,conscienceRegistry,register_conscience,23,self|name|conscience|priority|enabled|circuit_breaker_config,False,
ciris_engine,ciris_engine/logic/conscience/registry.py,conscienceRegistry,get_consciences,36,self,False,
ciris_engine,ciris_engine/logic/conscience/registry.py,conscienceRegistry,set_enabled,43,self|name|enabled,False,
ciris_engine,ciris_engine/logic/conscience/interface.py,ConscienceInterface,check,12,self|action|context,True,
ciris_engine,ciris_engine/logic/conscience/core.py,_BaseConscience,__init__,44,self|service_registry|config|model_name|sink|time_service,False,
ciris_engine,ciris_engine/logic/conscience/core.py,_BaseConscience,_get_sink,61,self,True,
ciris_engine,ciris_engine/logic/conscience/core.py,_BaseConscience,_initialize_time_service,67,self,False,
ciris_engine,ciris_engine/logic/conscience/core.py,_BaseConscience,_get_current_time,79,self,False,
ciris_engine,ciris_engine/logic/conscience/core.py,Entropyconscience,check,88,self|action|context,True,
ciris_engine,ciris_engine/logic/conscience/core.py,Entropyconscience,_create_entropy_messages,149,self|text,False,
ciris_engine,ciris_engine/logic/conscience/core.py,Coherenceconscience,check,168,self|action|context,True,
ciris_engine,ciris_engine/logic/conscience/core.py,Coherenceconscience,_create_coherence_messages,215,self|text,False,
ciris_engine,ciris_engine/logic/conscience/core.py,OptimizationVetoconscience,check,258,self|action|context,True,
ciris_engine,ciris_engine/logic/conscience/core.py,OptimizationVetoconscience,_create_optimization_veto_messages,308,self|action_description,False,
ciris_engine,ciris_engine/logic/conscience/core.py,EpistemicHumilityconscience,check,334,self|action|context,True,
ciris_engine,ciris_engine/logic/conscience/core.py,EpistemicHumilityconscience,_create_epistemic_humility_messages,387,self|action_description,False,
ciris_engine,ciris_engine/logic/conscience/thought_depth_guardrail.py,ThoughtDepthconscience,__init__,24,self|time_service|max_depth,False,
ciris_engine,ciris_engine/logic/conscience/thought_depth_guardrail.py,ThoughtDepthconscience,check,36,self|action|context,True,
ciris_engine,ciris_engine/logic/audit/hash_chain.py,AuditHashChain,__init__,22,self|db_path,False,
ciris_engine,ciris_engine/logic/audit/hash_chain.py,AuditHashChain,initialize,28,self|force,False,
ciris_engine,ciris_engine/logic/audit/hash_chain.py,AuditHashChain,compute_entry_hash,44,self|entry,False,
ciris_engine,ciris_engine/logic/audit/hash_chain.py,AuditHashChain,prepare_entry,63,self|entry,False,
ciris_engine,ciris_engine/logic/audit/hash_chain.py,AuditHashChain,get_last_entry,78,self,False,
ciris_engine,ciris_engine/logic/audit/hash_chain.py,AuditHashChain,verify_chain_integrity,102,self|start_seq|end_seq,False,
ciris_engine,ciris_engine/logic/audit/hash_chain.py,AuditHashChain,find_tampering,186,self,False,
ciris_engine,ciris_engine/logic/audit/hash_chain.py,AuditHashChain,get_chain_summary,226,self,False,
ciris_engine,ciris_engine/logic/audit/verifier.py,AuditVerifier,__init__,26,self|db_path|key_path|time_service,False,
ciris_engine,ciris_engine/logic/audit/verifier.py,AuditVerifier,initialize,33,self,False,
ciris_engine,ciris_engine/logic/audit/verifier.py,AuditVerifier,verify_complete_chain,43,self,False,
ciris_engine,ciris_engine/logic/audit/verifier.py,AuditVerifier,verify_entry,105,self|entry_id,False,
ciris_engine,ciris_engine/logic/audit/verifier.py,AuditVerifier,verify_range,139,self|start_seq|end_seq,False,
ciris_engine,ciris_engine/logic/audit/verifier.py,AuditVerifier,find_tampering_fast,161,self,False,
ciris_engine,ciris_engine/logic/audit/verifier.py,AuditVerifier,_verify_single_entry,169,self|entry,False,
ciris_engine,ciris_engine/logic/audit/verifier.py,AuditVerifier,_verify_all_signatures,193,self,False,
ciris_engine,ciris_engine/logic/audit/verifier.py,AuditVerifier,_verify_signatures_in_range,240,self|start_seq|end_seq,False,
ciris_engine,ciris_engine/logic/audit/verifier.py,AuditVerifier,get_verification_report,286,self,False,
ciris_engine,ciris_engine/logic/audit/verifier.py,AuditVerifier,verify_root_anchors,328,self,False,
ciris_engine,ciris_engine/logic/audit/signature_manager.py,AuditSignatureManager,__init__,28,self|key_path|db_path|time_service,False,
ciris_engine,ciris_engine/logic/audit/signature_manager.py,AuditSignatureManager,initialize,39,self,False,
ciris_engine,ciris_engine/logic/audit/signature_manager.py,AuditSignatureManager,_load_or_generate_keys,51,self,False,
ciris_engine,ciris_engine/logic/audit/signature_manager.py,AuditSignatureManager,_generate_new_keypair,82,self,False,
ciris_engine,ciris_engine/logic/audit/signature_manager.py,AuditSignatureManager,_save_keys,93,self,False,
ciris_engine,ciris_engine/logic/audit/signature_manager.py,AuditSignatureManager,_compute_key_id,125,self,False,
ciris_engine,ciris_engine/logic/audit/signature_manager.py,AuditSignatureManager,_register_public_key,138,self,False,
ciris_engine,ciris_engine/logic/audit/signature_manager.py,AuditSignatureManager,sign_entry,184,self|entry_hash,False,
ciris_engine,ciris_engine/logic/audit/signature_manager.py,AuditSignatureManager,verify_signature,211,self|entry_hash|signature|key_id,False,
ciris_engine,ciris_engine/logic/audit/signature_manager.py,AuditSignatureManager,_load_public_key,251,self|key_id,False,
ciris_engine,ciris_engine/logic/audit/signature_manager.py,AuditSignatureManager,rotate_keys,275,self,False,
ciris_engine,ciris_engine/logic/audit/signature_manager.py,AuditSignatureManager,_revoke_key,290,self|key_id,False,
ciris_engine,ciris_engine/logic/audit/signature_manager.py,AuditSignatureManager,get_key_info,310,self,False,
ciris_engine,ciris_engine/logic/audit/signature_manager.py,AuditSignatureManager,key_id,344,self,False,property
ciris_engine,ciris_engine/logic/audit/signature_manager.py,AuditSignatureManager,test_signing,348,self,False,
ciris_engine,ciris_engine/logic/config/config_accessor.py,ConfigAccessor,__init__,26,self|graph_config|bootstrap_config,False,
ciris_engine,ciris_engine/logic/config/config_accessor.py,ConfigAccessor,set_graph_service,42,self|graph_config,False,
